f,,CREATOR,TITLE,TITLE_PUB,Texte illustré par une photo prise par Roud,CONTRIBUTOR,NUMBER,PLACE,PUBLISHER,DATE,FORMAT,REUSED,TRANSCRIBED,WEBSITE_INTEREST,DIGITIZED,Original dans le fonds Roud CRLR
639,Traduction,Novalis,"Extrait des Cahiers de Novalis (rubrique ""Textes"")",Aujourd'hui,,,41,,,1930-09-11,p. 5,,Fait + photocopié,,,Non
640,Traduction,Novalis,"Extrait des Cahiers de Novalis (rubrique ""Textes"")",Aujourd'hui,,,42,,,1930-09-18,p. 5,,Fait + photocopié,,,Non
641,Traduction,Novalis,"Extrait des Cahiers de Novalis (rubrique ""Textes"")",Aujourd'hui,,,44,,,1930-10-02,p. 5,,Fait + photocopié,,,Non
642,Traduction,Novalis,"Extrait des Cahiers de Novalis (rubrique ""Textes"")",Aujourd'hui,,,45,,,1930-10-09,p. 5,,Fait + photocopié,,,Non
476,Traduction,Novalis,Hymnes à la Nuit,,,"Lithographies Albert-Edgar Yersin, avant-propos Philippe Jaccottet",,Albeuve,Paul Castella,1966,,,Pas fait (photographié),,,Non
480,Traduction,Novalis,Hymnes à la nuit,Aujourd'hui,,,24,,,1930-05-15,p. 3-4,"Contient: Hymnes 1, 2, 3, 4 (fragment), 5 (fragment)",Fait + photocopié,,,Non
492,Traduction,Novalis,Hymnes à la nuit,Gazette de Lausanne,,,,,,1965-12-24,p. 13,,Fait + photocopié,,,Oui
483,Traduction,Novalis,Les Disciples à Saïs,Aujourd'hui,,Avec une note de Gustave Roud,80,,,1931-06-11,p. 3-4,"Contient: ""Le Disciple"", ""La Nature"", ""Paralipomènes"". Repris en volume chez Mermod.",Fait + photocopié,,,Non
643,Traduction,Novalis,Les Disciples à Saïs,Aujourd'hui,,Avec une note de Gustave Roud,75,,,1931-05-07,p. 1-2,"Contient: ""Le Disciple"", ""La Nature"", ""Paralipomènes"". Repris en volume chez Mermod.",Fait + photocopié,,,Non
644,Traduction,Novalis,Les Disciples à Saïs,Aujourd'hui,,Avec une note de Gustave Roud,76,,,1931-05-14,p. 3-4,"Contient: ""Le Disciple"", ""La Nature"", ""Paralipomènes"". Repris en volume chez Mermod.",Fait + photocopié,,,Non
645,Traduction,Novalis,Les Disciples à Saïs,Aujourd'hui,,Avec une note de Gustave Roud,78,,,1931-05-28,p. 1-3,"Contient: ""Le Disciple"", ""La Nature"", ""Paralipomènes"". Repris en volume chez Mermod.",Fait + photocopié,,,Non
646,Traduction,Novalis,Les Disciples à Saïs,Aujourd'hui,,Avec une note de Gustave Roud,79,,,1931-06-04,p. 1-4,"Contient: ""Le Disciple"", ""La Nature"", ""Paralipomènes"". Repris en volume chez Mermod.",Fait + photocopié,,,Non
462,Traduction,Novalis,"Les Disciples à Saïs, Hymnes à la nuit, Journal",,,,,Lausanne,Mermod,1948-10-15,,"Fata Morgana, 2002",Fait + photocopié,,,Oui
463,Traduction,Novalis,"Les Disciples à Saïs, Hymnes à la nuit, Journal intime",,,,,Montpellier,Fata Morgana,2002,,,Pas fait,,,Non
484,Traduction,Rainer Maria Rilke,Lettres inédites de R. M. Rilke,"Revue de Lausanne (La Revue du dimanche, supplément littéraire de la Revue)",,,,,,1936-09-20,p. 2,"Repris dans Suisse romande, n°4, 1939.",Pas fait (photocopié),,,Non (Scriptorium)
485,Traduction,Rainer Maria Rilke,"Lettre sur Muzot (rubrique ""Textes""), Deux lettres à Mademoiselle X",Suisse romande,,,"3e série, 4",,,1939-09,"p. 160-165, p. 201-205.","La première lettre présente l'indication: ""La version que nous en donnons a déjà paru dans le numéro du 15 juin 1935 de la Revue de Montana-Vermala"". ""Deux lettres à Mademoiselle X"" présente l'indication: ""Cette traduction a déjà paru dans la Revue de Lausanne, en 1936.""",Fait + photocopié,,,Non
466,Traduction,Rilke Rainer Maria,Arrière-automne à Venise,,,Avec des gravures de Gérard de Palézieux,,Saint-Clément-de-Rivière (Hérault),Fata Morgana,2008,,,Pas fait,,,Non
464,Traduction,Rilke Rainer Maria,"Lettres à un jeune poète, précédées d'Orphée et suivies de deux essais sur la poésie",,,,,Lausanne,Mermod,1945-12 05,,"Rééd. Mermod, 1947 et La Bibliothèque des Arts, 1990.",Fait + photocopié,,,Oui
465,Traduction,Rilke Rainer Maria,"Lettres à un jeune poète, précédées d'Orphée et suivies de deux essais sur la poésie",,,,,Lausanne,La Bibliothèque des Arts,1990,,,Pas fait,,,Non
249,Traduction,Rilke Rainer Maria,"Lettres sur Muzot, Deux lettres à Mademoiselle X",Rilke en Valais,,,,Lausanne,Éditions des Terreaux,1946,"p. 37-44, p. 95-101","Reprise de traductions parues dans ""Lettres sur Muzot"", Revue de Lausanne, 1939",Pas fait (photographié),,,Non
160,Traduction,Rilke Rainer Maria,Une lettre de Rainer Maria Rilke,Revue de Montana-Vermala,,,"7e année, 101",,,1935-06-15,p. 1-4,"Traduction de Roud, lettre du 25 juillet 1921 à la princesse de Thurn et Taxis, reprise dans Suisse romande, 1939.",Fait + photocopié,,,Non
376,Traduction,Trakl Georg,Georg Trakl présenté et traduit par Gustave Roud,Gazette de Lausanne,,,,,,1964-11-14(-15),p. 19,"Article repris par Jaccottet en tant que préface à l'édition posthume Georg Trakl, Vingt-quatre poèmes, avec quelques modifications minimes (dont la réduction de la seconde citation). Roud propose, dans la Gazette de Lausanne des 21-22 novembre, p. 23, quelques ""Rectifications"". Contient: « Un fragment d’Hélian », « Psaume », « De profundis », « Plainte (1) » et ""Foehn"".",Pas fait (photocopié),,,Oui
178,Traduction,Sainte Hildegarde,"Bourreaux - Sainte (rubrique ""Saisons"")",Suisse romande,,,"1ère série, 6",,,1938-03-15,p. 284-287,Repris dans Cahiers Gustave Roud 3.,Fait + photocopié,,,Oui
471,Traduction,Schuh Gotthard,"Îles des dieux, Java, Sumatra, Bali",,,,,Lausanne,La Guilde du Livre,1954,,,Pas fait,,,Oui
288,Traduction,Textes égyptiens,Poésie éternelle,Pour l’Art,,,15,,,1950-11(-12),p. 3-4,"Traduction, à partir d'une version allemande, du texte égyptien ""La mort est aujourd'hui devant ma face"". Reprise dans CGR 3.",Fait + photocopié,,,Oui
341,Traduction,Textes égyptiens,Texte des pyramides,Pour l'Art,,,49,,,1956-07(-08),p.10,Reprise dans CGR 3.,Fait + photocopié,,,Non
671,Traduction,"Textes égyptiens, Sainte Hildegarde, Goethe, Brentano Clemens, Eichendorff Joseph von, Müller Wilhelm, Platen August von, Nietzsche Friedrich, Rilke Rainer Maria, Hesse Hermann, Werfel Franz, Bergengruen Werner, Montale Eugieno",Traductions éparses,Cahiers Gustave Roud,,Présent. par Philippe Jaccottet et Doris Jakubec,3,Lausanne et Carrouge,Association des Amis de Gustave Roud,1982,,"Textes égyptiens: Poésie éternelle; Textes des Pyramides. Sainte Hildegarde: Hymne à saint Rupert; Séquence en l'honneur de saint Disibode; Séquence en l'honneur de saint Maximin. Goethe: Elégies romaines (V et IX); Epigrammes vénitiennes; Autres épigrammes vénitiennes; Maîtres-Mots orphiques. Clemens Brentano: Parle-moi, voix lointaine…; Réchauffe ton petit enfant…; L'ombre s'élève des vallées…; Myrte bien-aimé, murmure…; Chant du cygne, Echos d'une musique de Beethoven; Cri d'un esclave au printemps; Je sais une maison…; Au coeur d'une douleur profonde…; O songe du désert… Joseph von Eichendorff: Nuit; Fidelité. Wilhelm Müller: Ne m'oubliez pas (ébauche); Berceuse du ruisseau; Sur la rivière. August von Platen: La Nuit d'hiver, fac-similé. Henri Heine: Une blême lune d'automne. Friedrich Nietzsche: Mon Bonheur; Venise. Rainer Maria Rilke: La Courtisane; Arrière-automne à Venise; Matinée vénitienne; Souvenir (prose). Hermann Hesse: Vignes, lac et montagnes; Nuit de foehn; Doir d'été devant une auberge tessinoise en forêt. Franz Werfel: A une alouette; Elévation. Werner Bergengruen: L'année à son déclin. Eugenio Montale: Projet de lettre de Gustave Roud à E. Montale; fac-similé; Les Citrons; L'Arche. Inédit: Autres épigrammes vénitiennes; Maîtres-Mots orphiques; Ne m'oubliez pas (ébauche); Berceuse du ruisseau; La Nuit d'hiver, fac-similé; Une blême lune d'automne; Souvenir (prose); L'année à son déclin; Projet de lettre de Gustave Roud à E. Montale; L'Arche.",Fait + photocopié,,,Non
270,Traduction,Trakl Georg,Georg Trakl,Formes et Couleurs,,,1,,,1948-01,s. n. p. ,"Contient: ""Psaume"", ""A l'enfant Elis"", ""Chant du soir"", ""En chemin"",  ""Grodek"", ""Rêve et victoire de la ténèbre"" (fragment), ""Révélation et chute du néant"" (fragment). Une importante étude sur la poésie de Trakl précède ces traductions.",Fait + photocopié,,,Non
666,Traduction,Trakl Georg,Hélian,Pour l'Art,,,2,,,1949-03(-04),p. 12,"""Hélian"" (fragment). Avec à la fin l'indication: ""Trad. dans Formes et Couleurs, La Médecine.""",Fait + photocopié,,,Non
259,Traduction,Trakl Georg,Quatre poëmes de Georg Trakl,La Guilde du Livre,,Avec une note de Gustave Roud,3,,,1947-03,p. 86-89,"Contient: ""Elis"", ""Deux fragments d'Hélian"" et De profundis"".",Fait + photocopié,,,Oui
637,Traduction,Trakl Georg,Six poèmes,Revue de Belles-Lettres,,,1,,,1971,p. 3-8,"Contient: ""Nuit d'hiver"", ""Déclin"" (""Untergang""), ""A un jeune mort"", ""Elis"" 1 et 2, ""Le Sommeil"".",Pas fait (photocopié),,,Oui
489,Traduction,Trakl Georg,"Transfiguration, À un jeune mort",Pour l'Art,,,6,,,1949-11(-12),p. 14-15,"""A un jeune mort"" a été repris dans la Revue de belles-lettres, 1971.",Fait + photocopié,,,Non
461,Traduction,Trakl Georg,Vingt-quatre poèmes,,,"Préface Gustave Roud [1964], éd. et avertissement de Philippe Jaccottet",,Paris,La Délirante,1978,,Réédition 1996.,Fait + photocopié,,,Oui
491,Traduction,Wyrsch Jakob,États dépressifs,Acta psychosomatica,,,,Bâle,J.R. Geigy,1958-12,,,Pas fait (photocopié),,,Non
,Traduction,Grimm (frères),La coquinaille: un conte des frères Grimm,,,Illustré par Hans Fischer. Roud est-il bien le traducteur?,,Paris,Delpire,1945,,,Pas fait,,,Non
,Traduction,Fischer Hans,"Pitchi, le petit chat qui désirait toujours autre chose, une histoire un peu triste, mais qui finit bien",,,Aucune mention du traducteur. Roud est-il bien le traducteur?,,Lausanne,La Guilde du Livre,1951,,,Pas fait,,,Non
,Traduction,Hölderlin Friedrich,Oeuvres,,,,,Paris,"NRF, Bibliothèque de la Pléiade, n° 191 ",1967,,Contient des traductions de Roud.,Pas fait (photocopié),,,Oui
,Traduction,Hölderlin Friedrich,"""Prière aux Parques"" et ""Le cimetière""",Poètes d'aujourd'hui,,,,Lausanne,La Guilde du Livre,1947,p. 298-299,"Contient la traduction par Roud tirées de Poëmes d'Hölderlin, ""Prière aux Parques"" et ""Le cimetière"".",Pas fait (photocopié),,,Non
,Traduction,Hölderlin Friedrich,A.-J. Bataillard dialogue avec M. Gustave Roud,Joie,,,1,,,1943-10,p. 6 et 12,"Contient une traduction par Roud de Hölderlin: ""Prière aux Parques"". (et une traduction par Pierre Jean Jouve dans la NRF, en 1929, de ""Moitié de la vie"").",Fait + photocopié,,,Oui
,Périodique,Roud Gustave,D’une certaine pureté,La Guilde du Livre,,,1,,,1940-01,p. 2-4,"“D’une certaine pureté”, Air de la solitude, Ecrits II, p. 207-216. Contient une traduction d'extraits de Wilhelm Müller, [Chaque jour, qui me chasse…], ""Berceuse du ruisseau"", ""Sur la rivière"" (""Auf dem Fluss""), dans Voyage d'hiver (Belle Meunière), repris dans Cahiers Gustave Roud 3.",Fait + photocopié,,Oui,Non (mais dans boîte La Guilde du Livre)
,Traduction,Trakl Georg,Des musiques volées aux musiques choisies,Carreau,,,35,,,1953-12,p. 1,"Contient deux vers d'un poème de Trakl traduit par Roud: ""Une fontaine chante. Les nuages / Au coeur du bleu glissent, doux et légers…"".",Fait,,,Non
,Traduction,Hölderlin Friedrich,Hölderlin,Formes et couleurs,,,3–4,,,1945,s.n.p. ,"Extrait de l'introduction aux Poëmes de Hölderlin, Mermod, 1942. Contient des extraits de traduction des poèmes de Hölderlin par Gustave Roud.",Fait,,,Non / consultation sur place Riponne
,Traduction,Weber Werner,Lettre au poète Werner Weber,La Guilde du Livre,,,5,,,1949-05,p. 114-116,"Lectures, p. 99-104. Contient la traduction de deux poèmes de Werner Weber.",Fait + photocopié,,,Oui
,Traduction,Hölderlin Friedrich,"Poème, Sanatorium, Pain jeté (rubrique ""Notes"")",Aujourd'hui,,,49,,,1930-11-6,p. 3,"Contient ""Temps de la moisson"" de Hölderlin.",Fait + photocopié,,,Oui
,Traduction,"Rilke Rainer Maria, Hölderlin Friedrich",Rilke ou les intermittences de la grâce,???,,,,,,1956,,"Reprise du début de la ""Note du traducteur"" à la fin du volume Lettres à un jeune poète, p. 147-157 qui contient un extrait de Hölderlin traduit par Roud. Les pages 157-166 ne sont pas reprises dans l'article.",Fait + photocopié,,,Oui
,Traduction,"Heym, Georg",Campagne perdue,,,,,Lausanne,Bibliothèque des Arts,1972-04-15,,"Roud place la première strophe, en traduction, d'une pièce de Heym dans son recueil.",Fait + photocopié,,,Oui
,Traduction,Roud Gustave,Sur les poèmes de Georg Trakl,La Nouvelle Revue Française,,,30,,,1955-06,p. 1119-1121,"Reprise, en partie, de l'article paru dans Formes et couleurs, n°1, 1948. Avec des extraits de traduction de Trakl.",Fait + photocopié,,,Non
,Traduction,Roud Gustave,"Novalis (rubrique ""Écrit à Carrouge"")",Aujourd'hui,,,70,,,1931-04-02,p. 1-2,"Roud reprendra en partie et modifiera cet article dans la préface de son volume de traductions de Novalis (Lausanne, Mermod, 1948 ; rééd. Saint Clément, Fata Morgana, 2002). Écrit à Carrouge, p. 53-59. Contient des extraits de Novalis.",Fait + photocopié,,,Non
,,,,,,,,,,,,,,,,
,À propos de Roud,Collectif,[Cahier spécial en hommage à Gustave Roud],La Gazette Littéraire,,"Numéro réalisé pour le 70e anniversaire de Roud. Contient également le début de Requiem (Payot, 1967), avec une seule différence : ""des oiseaux la blessent parfois"" (dans le recueil : ""des oiseaux parfois la blessent""). Avec également des photographies de Gustave Roud.",93,,,1967-04-22(-23),s.n.p.,Avec quatre photographies de Gustave Roud.,,,,
,À propos de Roud,Yves D. Sueur,Gustave Roud: La poésie de la terre,?,,,,,,,p. 37-39,"Art. publié à l'occasion de la parution du disque ""GR – Poésie""",,,,Fonds Hans Grossrieder (BCUFR)
,À propos de Roud,Ernest Dutoit,"""Requiem"" de Gustave Roud",La Liberté,,,,,,1968-11-30(-12-01),p. 17,,,,,Fonds Hans Grossrieder (BCUFR)
,À propos de Roud,Monique Laederach,La correspondance entre Vio Martin et Gustave Roud suscite la polémique,La Liberté,,,,,,1994-09-03(-04),p. 23,,,,,Fonds Hans Grossrieder (BCUFR)
,À propos de Roud,Vio Martin,Un grand poète: Gustave Roud,Coopération,,,,,,1967-11-25,,,,,,Fonds Hans Grossrieder (BCUFR)
,À propos de Roud,Albert Béguin,Gustave Roud ou la poésie en quête du paradis terrestre,Labyrinthe,,,7,,,,p. 7,,,,,Fonds Hans Grossrieder (BCUFR)
,À propos de Roud,Henri Perrochon,"Gustave Roud, Poète de la Broye",La Liberté,,,,,,1957-07-21,p. 13,,,,,Fonds Hans Grossrieder (BCUFR)
,À propos de Roud,Deriex Suzanne ,"Gustave Roud, ou l'approche d'un paradis",Feuille d'Avis de Vevey,,,,,,1967-03-07,p. 1,,,,,"Fonds ALS, SSV 01-b-01-1946"
,À propos de Roud,Altwegg Jürg ,Adieu Gustave Roud,National Zeitung,,,,,,,p. 43,,,,,"Fonds ALS, SSV 01-b-01-1946"
,À propos de Roud,Bucher Werner,"Begegnung mit Gustave Roud, dem Dichter des Jorat",Neue Zürcher Nachrichten ,,,40,,,1968-02-17,p. ,,,,,"Fonds ALS, SSV 01-b-01-1946"
,À propos de Roud,Bucher Werner,"Ein welscher Dichter, der zu entdecken wäre",Tages-Anzeiger,,,,,,1972-10-27,p. 67,,,,,"Fonds ALS, SSV 01-b-01-1946"
,À propos de Roud,Gsteiger Manfred,"""Campagne perdue"", zur Dichter Gustave Roud",Neue Zürcher Zeitung,,,,,,1972-09-06,p. 23,,,,,"Fonds ALS, SSV 01-b-01-1946"
,Périodique,Roud Gustave,"traduction de ""Moisonneur endormi"" par Franz Bäschlin (signé: Bn)","Sonntagspost (Wöchentliche beilage zum ""Langboten und Tagblatt der Stadt Winterthur"")",,,"18, 84ème année",,,1964-05-01,p. 3,,,,,"Au Fonds ALS, fond Franz Bäschlin"
,À propos de Roud,Perrochon Henri,Hommage à Gustave Roud,Journal de Payerne,,,80,,,1950-10-07,p. 1,,,,,"Fonds ALS, SSV 01-b-01-1947"
,À propos de Roud,Perrochon Henri,Le repos du cavalier,Journal de Payerne,,,96,,,1958-12-06,p. 1,,,,,"Fonds ALS, SSV 01-b-01-1947"
,À propos de Roud,Nr. J.,"Pour les soixante ans du poète Gustave Roud, Les cérémonies de Crêt-Bérard",Gazette de Lausanne,,,141,,,1957-06-18,,,,,,"Fonds ALS, SSV 01-b-01-1947"
,À propos de Roud,Henri-Charles Tauxe,"Au Palais de Rumine, ""Gustave Roud et ses amis""",Gazette de Lausanne,,,,,,1967-04-21,p. 15,,,,,"Fonds ALS, SSV 01-b-01-1947"
,Périodique,Roud Gustave,Requiem : O maison natale ,Gazette Littéraire,,,,,,1967-11-25(-26),p. 32,Requiem ,,,,
